    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1     -4.5737     -3.9461     -0.0001      0.4110      14      0.1623
    2     -3.3586     -2.3676     -0.0001      3.1260      13      0.1125
    3      4.2358     -2.1046     -0.0001      4.1881      11      0.1039
    4     -4.8775      0.0000     -0.0001      2.9290       5      0.1234
    5      3.3244      0.0000     -0.0001      3.2704      10      0.1021
    6      4.2358      2.1046     -0.0001      4.1874      12      0.1039
    7     -3.3586      2.3677     -0.0001      3.1259       1      0.1125
    8     -4.5737      3.9462     -0.0001      0.4109       6      0.1624
    9     -6.7002      0.0000     -0.0001      0.5034       9      0.1026
   10     -0.9284     -2.3676     -0.0001      2.8759       4      0.1349
   11     -0.9284      2.3677     -0.0001      2.8756       2      0.1351
   12      0.2867     -3.9461     -0.0001      0.3798       8      0.1056
   13      0.2867      3.9462     -0.0001      0.3798       7      0.1055
   14      0.5905      0.0000     -0.0001      2.8446       3      0.1315
  -------------------------------------------------------------------------
