    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1     -4.5737     -3.9461     -0.0001      0.4625      14      0.1623
    2     -3.3586     -2.3676     -0.0001      3.0988      13      0.1125
    3     -6.7002      0.0000     -0.0001      0.5101       9      0.1026
    4     -4.8775      0.0000     -0.0001      2.9274       5      0.1234
    5     -3.3586      2.3677     -0.0001      3.0983       1      0.1125
    6     -4.5737      3.9462     -0.0001      0.4625       6      0.1624
    7     -0.9284     -2.3676     -0.0001      2.9038       4      0.1349
    8     -0.9284      2.3677     -0.0001      2.9050       2      0.1351
    9      0.2867     -3.9461     -0.0001      0.4537       8      0.1056
   10      0.2867      3.9462     -0.0001      0.4542       7      0.1055
   11      0.5905      0.0000     -0.0001      2.8381       3      0.1315
   12      3.3244      0.0000     -0.0001      3.2676      10      0.1021
   13      4.2358     -2.1046     -0.0001      4.0273      11      0.1039
   14      4.2358      2.1046     -0.0001      4.0270      12      0.1039
  -------------------------------------------------------------------------
