    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1     -4.5737     -3.9461     -0.0001      0.5082      14      0.1623
    2     -3.3586     -2.3676     -0.0001      3.0931      13      0.1125
    3     -4.8775      0.0000     -0.0001      2.9362       5      0.1234
    4     -6.7002      0.0000     -0.0001      0.5269       9      0.1026
    5     -3.3586      2.3677     -0.0001      3.0930       1      0.1125
    6     -4.5737      3.9462     -0.0001      0.5082       6      0.1624
    7     -0.9284     -2.3676     -0.0001      2.8240       4      0.1349
    8      0.2867     -3.9461     -0.0001      0.4379       8      0.1056
    9      0.5905      0.0000     -0.0001      2.7323       3      0.1315
   10     -0.9284      2.3677     -0.0001      2.8238       2      0.1351
   11      0.2867      3.9462     -0.0001      0.4379       7      0.1055
   12      3.3244      0.0000     -0.0001      3.3665      10      0.1021
   13      4.2358     -2.1046     -0.0001      4.0963      11      0.1039
   14      4.2358      2.1046     -0.0001      4.0961      12      0.1039
  -------------------------------------------------------------------------
