    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1     -4.5737     -3.9461     -0.0001      0.4520      14      0.1623
    2      4.2358     -2.1046     -0.0001      4.0006      11      0.1039
    3     -6.7002      0.0000     -0.0001      0.5090       9      0.1026
    4      3.3244      0.0000     -0.0001      3.3925      10      0.1021
    5      4.2358      2.1046     -0.0001      3.9999      12      0.1039
    6     -4.5737      3.9462     -0.0001      0.4520       6      0.1624
    7     -4.8775      0.0000     -0.0001      2.9412       5      0.1234
    8     -3.3586     -2.3676     -0.0001      2.8862      13      0.1125
    9     -3.3586      2.3677     -0.0001      2.8860       1      0.1125
   10     -0.9284     -2.3676     -0.0001      3.1096       4      0.1349
   11     -0.9284      2.3677     -0.0001      3.1094       2      0.1351
   12      0.5905      0.0000     -0.0001      2.7902       3      0.1315
   13      0.2867     -3.9461     -0.0001      0.4499       8      0.1056
   14      0.2867      3.9462     -0.0001      0.4498       7      0.1055
  -------------------------------------------------------------------------
